Customer_ID,Income,Recency,Is_Parent,Age,Spent,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
2004,72679,65,1,52,1168,619,54,260,127,54,54
4769,57954,52,1,44,493,456,4,24,0,0,9
4437,65316,65,1,59,260,112,6,92,3,9,38
8724,28567,57,1,39,46,11,3,22,2,2,6
10741,47352,70,1,70,319,172,12,112,8,0,15
1991,44931,0,1,54,96,78,0,11,0,0,7
6931,76982,19,0,54,1062,464,151,292,65,60,30
11096,57247,50,1,69,232,99,4,32,37,54,6
304,22944,67,1,40,76,19,3,19,4,5,26
3665,25315,46,1,44,54,1,9,8,11,3,22
10591,43638,37,1,52,201,63,10,83,7,19,19
5036,42710,38,1,37,406,252,3,42,4,3,102
5547,84169,9,0,39,1919,1478,19,403,0,19,0
7822,54058,56,1,45,662,198,18,252,32,108,54
8541,24683,98,1,31,41,8,4,10,6,7,6
10955,85620,68,0,57,1600,416,46,925,60,107,46
4368,47850,72,1,41,134,42,7,43,20,12,10
9671,19514,47,1,53,69,14,3,21,2,1,28
2256,27159,33,1,48,21,17,0,3,0,0,1
4279,39548,87,1,58,54,15,4,10,3,4,18
5371,21474,0,1,32,91,6,16,24,11,0,34
9240,60504,73,1,50,526,458,0,24,6,4,34
9460,22419,74,0,58,162,30,3,47,19,21,42
9504,81698,4,0,72,1008,179,28,520,111,123,47
8692,43462,50,1,69,240,90,17,97,15,6,15
448,54880,57,1,43,795,308,85,137,102,45,118
8314,79908,30,0,39,1772,557,129,761,29,185,111
8420,15315,27,0,51,64,7,4,13,15,8,17
3174,87771,61,1,62,1957,1492,38,287,50,57,33
7685,33039,4,1,43,78,30,8,12,8,8,12
3179,81741,75,0,41,1572,249,153,940,58,134,38
9780,71499,12,1,50,795,465,25,132,136,0,37
10681,62466,13,1,51,889,129,129,259,168,121,83
10232,48799,9,1,58,331,174,18,81,28,6,24
4184,52157,48,1,71,265,189,2,29,3,2,40
9120,66565,80,1,59,1065,747,10,161,65,40,42
891,29298,60,1,70,11,6,0,2,2,0,1
10381,47691,43,1,42,21,14,0,3,0,0,4
3525,38200,19,1,51,17,12,0,4,0,0,1
6818,44989,26,1,47,369,98,0,106,49,10,106
3526,38443,58,1,53,38,32,0,5,0,0,1
8181,38593,42,1,43,177,51,12,49,17,24,24
1029,64413,27,1,51,279,200,5,44,0,10,20
7369,36959,56,1,40,62,25,6,25,6,0,0
2574,61996,27,1,44,1230,1050,12,144,0,0,24
8159,51287,10,1,53,182,117,0,22,13,0,30
1160,13260,48,1,51,49,9,4,17,10,2,7
10242,47472,39,1,55,75,56,0,11,0,0,8
5253,54603,85,1,65,227,145,13,46,17,2,4
5966,45207,64,1,47,215,203,0,10,0,0,2
5314,40689,69,1,70,444,270,3,27,39,6,99
5081,47821,54,1,54,47,9,0,16,6,6,10
5123,27450,57,0,70,143,37,12,23,8,11,52
5756,39453,64,1,38,55,46,0,7,0,0,2
8036,26850,10,1,50,63,31,1,13,7,2,9
9058,79800,65,0,66,1867,1060,21,530,32,0,224
5057,61794,74,1,60,611,264,47,188,54,47,11
254,53863,4,1,66,473,399,4,30,6,4,30
4179,24221,94,0,62,55,8,9,9,2,5,22
3710,39684,41,1,37,81,19,0,35,6,4,17
7627,92163,25,0,46,2086,817,183,797,106,163,20
4501,69882,94,0,56,1478,292,127,635,132,127,165
6424,33178,9,1,44,49,12,6,2,11,2,16
3075,59973,47,0,49,382,130,30,168,20,34,0
4992,17459,12,1,46,69,6,4,16,3,10,30
5252,23910,80,1,52,67,16,12,18,7,1,13
7444,42169,20,1,52,30,19,0,9,0,0,2
6919,26224,39,1,43,63,4,7,15,13,9,15
3537,31089,57,1,40,79,31,3,31,2,8,4
10277,30081,27,1,60,42,36,0,2,0,0,4
2453,62807,83,1,61,819,526,28,135,10,21,99
7972,72906,79,0,66,1151,400,32,519,71,75,54
895,61467,69,1,73,594,410,16,114,0,5,49
1177,49618,77,1,55,129,80,3,26,4,2,14
7141,21888,15,1,35,213,88,10,46,2,3,64
7232,42429,99,1,48,67,55,0,6,2,0,4
8477,26150,61,1,65,28,5,1,13,3,5,1
2457,30801,23,1,46,45,8,4,5,15,2,11
988,81168,84,0,56,1193,410,0,592,147,22,22
7930,26877,74,0,52,268,101,13,76,20,18,40
4587,45006,90,0,77,266,162,25,53,16,0,10
6682,18978,41,1,48,37,2,8,1,4,7,15
6222,22574,28,1,54,37,25,0,8,2,0,2
10299,48240,73,0,52,882,389,91,248,64,49,41
3083,45837,88,1,47,373,215,13,87,17,17,24
8953,35791,94,1,56,35,27,0,5,0,0,3
1503,112397,31,1,45,107,85,1,16,2,1,2
8650,54162,31,1,43,42,5,6,10,6,5,10
10862,30522,6,1,61,326,179,8,83,19,11,26
2782,54456,23,1,60,404,352,0,27,10,0,15
6941,31632,92,0,50,95,17,8,12,11,15,32
10972,72298,52,0,72,939,625,35,169,58,17,35
10708,36975,50,1,43,33,10,6,11,0,4,2
6583,72635,54,0,66,981,390,22,323,104,35,107
3641,13624,93,1,45,36,10,2,15,2,1,6
10156,84196,56,1,46,1237,215,63,507,231,31,190
4299,70971,28,1,61,1825,1001,17,572,93,125,17
3469,34487,94,1,44,103,19,18,33,24,1,8
5063,28769,76,1,44,191,41,5,129,10,3,3
10727,69084,43,1,51,1586,1181,107,199,39,30,30
9624,65488,46,0,63,963,603,45,207,36,18,54
5156,62466,13,1,51,889,129,129,259,168,121,83
4376,32218,27,0,61,93,10,24,15,13,1,30
8923,83917,12,0,48,1587,514,22,732,42,198,79
8461,46102,3,1,59,16,14,0,1,0,0,1
6945,84574,72,0,69,1375,387,20,713,38,54,163
944,56181,6,1,59,393,121,103,69,8,44,48
1907,63120,53,1,71,1477,965,69,279,54,41,69
701,73691,58,1,50,1179,707,21,250,85,43,73
3856,63381,78,1,61,1005,571,50,142,33,50,159
4149,76140,57,0,73,1348,586,66,653,17,0,26
2131,62859,37,1,62,1307,1063,89,102,16,12,25
2942,45906,20,1,57,486,305,3,27,4,3,144
1173,77632,73,0,74,2252,1200,105,758,0,42,147
4381,46463,56,1,50,235,163,2,40,8,11,11
4611,105471,36,0,51,1724,1009,181,104,202,21,207
3376,55282,9,1,51,235,125,6,73,8,4,19
4679,78710,42,1,44,1092,721,0,152,119,50,50
10928,66886,28,1,63,599,315,4,62,41,31,146
4248,98777,23,0,61,2008,1000,19,711,125,115,38
6728,29103,38,1,36,48,16,0,17,6,3,6
6661,67445,63,1,47,1174,757,80,217,29,80,11
4725,50616,71,1,71,67,30,2,25,0,1,9
3277,49431,9,1,66,365,219,3,100,26,0,17
5555,103924,81,0,46,6,1,1,1,1,1,1
2564,61278,87,1,68,165,111,3,28,2,6,15
946,26490,92,0,63,210,45,47,52,21,20,25
3867,73059,36,1,74,1095,410,112,420,0,82,71
6940,46734,86,1,55,223,100,1,39,6,1,76
55,56253,83,1,58,597,509,0,65,7,11,5
7093,19986,74,1,36,22,3,6,5,0,2,6
5084,58330,87,1,46,1064,445,53,213,104,98,151
1777,25965,29,0,41,74,2,2,11,41,7,11
8162,14661,88,0,65,26,4,1,11,6,2,2
10826,18690,77,0,62,60,6,1,7,23,4,19
8754,45068,25,1,47,20,14,0,3,0,0,3
1987,21063,34,1,34,59,1,10,11,19,3,15
11007,29187,43,1,53,34,26,0,6,0,0,2
7426,54690,76,1,50,198,111,16,37,7,9,18
9153,59304,81,1,57,1048,418,61,428,80,51,10
10379,59247,87,1,59,574,327,9,122,19,14,83
9204,66731,33,1,51,1029,371,159,194,58,106,141
3197,77353,38,1,41,670,275,59,107,69,101,59
2920,52614,63,1,46,990,789,0,142,12,9,38
6961,26751,26,1,47,11,1,1,5,0,3,1
4673,81300,17,1,58,1241,1004,12,145,32,12,36
9937,70337,75,0,42,576,187,81,149,25,43,91
8779,36145,13,1,36,172,56,4,76,17,1,18
9596,65295,19,0,41,664,365,32,117,34,110,6
2891,68118,51,1,58,928,595,23,123,10,23,154
4910,68743,81,0,54,2074,1132,134,384,175,134,115
75,41039,32,0,39,467,34,11,137,179,61,45
10120,38946,84,1,66,257,116,6,82,6,6,41
6327,65777,87,0,54,1146,565,32,435,28,32,54
10142,66476,99,1,45,689,372,18,126,47,48,78
9826,86857,96,0,49,2114,899,102,838,133,102,40
1501,100803,21,0,39,1717,55,16,1622,17,3,4
10767,77845,40,0,32,1346,760,40,480,0,40,26
7279,69476,3,0,52,1044,260,86,559,63,9,67
7230,50611,98,1,61,493,459,0,24,6,0,4
143,61209,73,0,51,957,466,0,224,119,49,99
450,42315,90,1,63,270,67,15,80,17,11,80
9316,13084,29,0,69,29,2,0,7,3,7,10
6379,47570,3,1,72,121,67,1,20,0,2,31
9239,61923,94,1,60,126,92,4,18,3,3,6
8315,34824,65,0,26,23,4,2,11,2,0,4
2868,26518,33,1,72,57,20,1,28,3,3,2
10888,45938,46,0,60,636,273,11,178,62,83,29
1277,78468,29,0,61,1004,434,22,388,104,22,34
9977,78901,99,1,48,734,321,11,309,33,26,34
10196,71427,26,1,43,614,212,123,177,15,64,23
6384,71022,30,1,43,1453,909,12,278,0,12,242
8029,90247,27,0,33,1621,1184,32,352,21,16,16
968,41335,24,1,53,187,112,19,21,16,14,5
6988,71952,93,1,35,1443,656,80,455,52,107,93
4472,35682,34,1,51,57,23,0,8,6,2,18
6991,43185,88,1,70,637,537,6,42,16,6,30
3336,66375,96,1,73,948,712,0,45,0,0,191
4301,35178,10,1,50,59,23,1,13,2,2,18
1940,25252,26,1,35,18,1,3,4,2,2,6
1272,55250,49,1,56,903,664,58,83,32,0,66
1388,33249,11,1,46,112,6,10,21,19,14,42
1044,58398,44,0,68,596,299,5,201,21,21,49
6969,50272,75,1,39,233,99,13,66,43,8,4
10479,76618,64,0,46,1511,749,40,294,121,160,147
3619,87305,19,0,61,1152,345,25,501,63,138,80
1715,25851,45,1,43,48,9,4,18,7,5,5
10159,58710,77,1,51,1185,440,81,368,0,122,174
1463,45160,9,1,63,21,8,2,5,3,0,3
5114,74806,1,1,56,965,670,9,249,0,28,9
4990,59111,90,0,67,869,524,0,134,28,28,155
4329,18988,43,1,37,16,6,0,6,2,1,1
10936,72190,79,0,56,1947,597,166,597,172,166,249
4692,7500,19,1,45,71,7,0,12,13,7,32
7212,44794,99,1,55,65,54,0,7,0,0,4
6086,80395,62,0,66,1380,445,25,706,80,76,48
437,75012,41,0,45,1027,294,142,218,164,58,151
11171,56962,60,1,56,411,292,3,77,10,3,26
11101,89891,17,0,30,836,412,22,132,59,28,183
5329,35946,24,1,72,11,8,0,3,0,0,0
610,53593,60,1,68,480,349,4,78,6,0,43
9384,66373,57,1,43,606,328,9,124,12,24,109
5956,45072,74,1,73,284,144,2,99,7,2,30
10430,89694,22,1,48,1472,1126,28,211,37,28,42
7875,72025,46,0,72,1677,967,0,617,43,50,0
7072,67432,69,1,48,1335,432,79,341,177,136,170
6255,70545,29,1,69,334,138,39,63,55,18,21
6516,17487,37,1,32,18,0,0,1,7,4,6
5564,62882,26,1,52,1338,509,133,497,78,24,97
5682,64108,8,1,68,1099,948,10,86,13,21,21
7458,34941,26,1,65,97,39,2,25,4,3,24
5237,48767,79,1,71,63,28,1,21,3,0,10
7761,38702,71,1,43,109,13,11,24,13,8,40
5278,82224,83,0,57,902,307,26,360,138,31,40
3560,83844,57,0,69,1574,901,31,345,75,31,191
7235,17003,37,1,46,38,2,5,12,4,8,7
10548,71163,30,0,26,960,283,17,372,138,106,44
2281,33697,34,1,51,28,4,3,7,0,3,11
4073,63564,0,0,67,1215,769,80,252,15,34,65
6974,83443,89,0,49,1497,518,42,742,55,56,84
7938,51518,92,1,63,449,350,8,66,17,4,4
7094,58330,87,1,46,1064,445,53,213,104,98,151
3667,80952,20,0,52,1757,778,178,689,41,27,44
7723,75507,56,0,42,1440,709,93,374,104,80,80
3870,63855,28,0,43,1006,359,35,314,93,116,89
4012,62220,55,1,49,1226,799,12,375,16,12,12
5909,58512,25,1,57,1171,895,10,101,13,0,152
10470,40662,0,1,42,92,40,2,23,0,4,23
6488,38829,86,1,62,99,76,0,7,0,0,16
10270,35523,8,1,40,66,11,5,22,12,5,11
6887,79146,33,1,54,564,245,16,223,21,43,16
6406,78285,13,0,33,1427,647,107,391,175,67,40
7573,31626,12,1,43,86,39,1,9,2,1,34
4508,75127,92,0,69,833,203,35,305,46,17,227
221,48726,90,1,66,242,138,3,38,4,0,59
5331,74985,8,0,44,1869,587,51,898,247,0,86
1911,67430,6,0,34,1364,595,97,291,127,133,121
20,46891,91,1,56,183,43,12,23,29,15,61
8786,62058,52,1,65,450,301,7,74,10,0,58
10582,72063,3,1,42,758,180,32,348,76,32,90
1915,78939,57,0,70,1507,794,115,243,150,0,205
8897,42720,9,1,56,654,392,5,91,28,26,112
2371,33622,22,1,49,81,39,1,22,3,4,12
4303,6835,76,1,64,137,107,2,12,2,2,12
6825,41452,86,1,68,16,13,0,3,0,0,0
1072,40760,64,1,56,93,70,0,17,0,0,6
4964,74250,90,0,63,1158,680,11,392,75,0,0
2461,51124,79,1,66,43,26,1,11,0,1,4
10736,72258,28,1,50,1525,522,0,522,227,120,134
3194,71466,86,0,47,1230,412,12,546,78,182,0
10839,36283,42,1,45,29,6,5,5,8,0,5
49,20587,39,1,51,25,2,3,6,4,1,9
4290,30467,8,1,49,24,1,3,8,2,5,5
10219,31590,40,1,49,38,6,2,15,6,6,3
4211,20425,5,1,35,57,4,12,5,3,16,17
1135,17144,96,1,61,47,18,2,19,0,2,6
6299,42564,28,1,53,813,324,48,186,39,18,198
10846,43783,22,1,43,629,327,9,125,25,4,139
347,40780,30,1,45,377,229,27,71,13,3,34
6543,62847,45,0,76,1612,521,168,706,80,76,61
10446,82017,58,0,64,729,184,23,446,30,23,23
3479,16813,49,0,71,50,4,8,11,12,2,13
11075,51267,37,1,43,270,183,2,64,7,2,12
4442,46524,70,1,60,177,31,19,35,26,14,52
199,45183,33,0,59,315,219,3,60,12,9,12
6722,70421,98,1,67,767,479,28,136,75,14,35
796,60161,17,1,56,1071,584,44,212,46,8,177
3749,73926,54,0,48,1580,627,91,597,159,91,15
8523,19329,39,1,53,60,24,1,16,12,2,5
310,61872,81,1,51,573,330,5,159,36,27,16
8629,46984,71,1,65,41,19,1,10,2,1,8
236,34838,62,1,70,170,28,23,29,29,14,47
9930,82716,8,0,77,1167,606,148,228,15,148,22
3483,48192,76,0,63,1526,1039,43,204,153,58,29
4599,49681,66,1,45,458,411,0,26,0,0,21
7326,56850,83,1,50,63,34,1,19,2,7,0
7352,55267,28,1,64,405,161,28,136,32,3,45
2350,59666,87,1,49,1027,623,53,178,23,17,133
9145,72504,43,1,49,1478,604,26,470,123,161,94
2964,26872,0,0,40,72,3,10,8,3,16,32
5585,21359,1,1,49,48,12,2,17,6,1,10
9687,73170,1,0,46,726,184,174,256,50,30,32
3732,52750,72,1,66,860,393,0,239,90,69,69
6303,91820,72,0,35,1497,410,73,747,76,161,30
11176,65968,12,1,51,495,376,9,83,19,4,4
2986,30772,89,1,45,20,7,2,4,2,1,4
7462,22507,67,0,67,570,68,0,226,51,157,68
3900,65685,54,1,49,769,642,14,49,0,7,57
7034,25804,34,1,43,55,8,7,9,13,6,12
9493,76412,15,0,41,1808,840,53,804,23,71,17
1143,22063,43,1,49,55,7,10,13,3,11,11
1,57091,0,0,60,577,464,5,64,7,0,37
3855,22419,74,0,58,162,30,3,47,19,21,42
5536,87771,61,1,62,1957,1492,38,287,50,57,33
5989,78353,51,1,62,1576,752,122,476,39,153,34
9499,93404,97,1,67,1616,1279,15,287,20,0,15
6768,37859,75,1,59,36,22,1,8,2,1,2
2150,80995,83,1,63,1482,860,28,409,73,56,56
6646,16529,23,1,37,22,3,0,5,13,0,1
4887,55412,65,1,45,63,10,5,28,11,1,8
8560,48789,94,0,29,680,351,16,156,7,5,145
3321,56575,42,1,54,542,421,5,90,0,16,10
11003,25130,10,1,41,50,2,5,7,0,18,18
10402,35441,94,1,54,39,25,1,9,2,1,1
9904,71391,50,1,65,1043,336,123,274,46,123,141
6141,49494,46,1,49,385,191,9,97,0,6,82
5687,81702,98,0,41,1633,563,50,774,28,31,187
10856,45889,42,1,41,46,31,0,6,0,1,8
5121,56628,30,1,44,761,479,5,82,7,17,171
4186,34026,11,1,71,76,18,6,15,12,8,17
368,40049,61,1,47,290,91,65,52,10,44,28
3312,34176,12,1,33,89,5,7,24,19,14,20
11121,19419,76,1,40,70,2,14,28,16,3,7
5332,82504,2,0,61,1066,362,50,431,134,35,54
5848,81205,43,0,51,2009,724,74,929,97,55,130
10343,61618,27,0,30,1345,605,91,399,0,45,205
5935,55284,60,1,65,764,547,7,140,0,7,63
2895,49980,79,1,58,195,104,1,54,13,9,14
10262,15072,96,1,41,53,8,2,15,0,10,18
7848,49166,17,1,47,368,224,2,25,7,0,110
9477,65324,0,1,67,544,384,0,102,21,32,5
4856,82347,38,0,64,1853,556,54,845,202,133,63
7186,30843,43,1,55,35,24,0,2,0,0,9
5794,46374,1,1,47,446,408,0,21,0,0,17
1456,60474,25,1,42,1180,265,199,303,234,9,170
4877,38576,2,1,48,41,34,0,7,0,0,0
425,55357,66,1,36,727,374,64,116,84,25,64
3007,37758,49,1,55,40,27,2,10,0,0,1
1031,85710,5,0,32,1062,600,20,350,29,30,33
4297,23228,71,1,52,40,13,2,18,6,1,0
807,44602,35,1,52,292,167,2,89,0,0,34
9553,7500,94,0,34,15,0,2,3,4,1,5
4271,38683,80,1,32,341,46,35,69,84,41,66
4120,49514,61,1,46,369,88,39,78,58,13,93
2036,57906,29,1,48,401,243,11,119,10,3,15
115,43456,0,1,55,393,275,11,68,25,7,7
4259,19485,80,1,35,10,6,0,4,0,0,0
8687,53172,54,1,43,486,121,62,90,68,20,125
2447,30545,71,1,42,69,4,12,15,19,7,12
10140,70123,27,0,38,1727,1308,0,396,23,0,0
9353,62450,61,1,62,995,515,47,267,62,66,38
3623,21675,55,1,45,45,4,0,16,17,4,4
738,42395,35,1,40,182,48,13,57,24,15,25
7631,61346,34,1,43,989,562,58,168,43,16,142
4789,80812,95,0,68,1677,769,22,500,210,143,33
773,42835,64,1,50,595,379,4,93,12,9,98
10602,39922,30,1,38,156,29,12,59,19,1,36
1446,86424,12,0,65,1226,387,68,569,89,45,68
3270,17117,96,1,43,128,12,23,38,30,18,7
8443,24762,16,1,49,86,6,10,12,3,15,40
9653,35797,16,1,46,68,27,1,14,4,1,21
8916,36627,78,1,46,16,9,1,5,0,0,1
8017,51111,83,1,40,55,22,0,19,6,5,3
5830,86857,96,0,49,2114,899,102,838,133,102,40
4597,82072,67,0,51,2018,889,55,685,168,92,129
7023,46231,87,1,68,263,189,2,55,0,5,12
8086,42243,34,1,62,55,48,0,2,0,0,5
8825,51195,46,1,59,564,230,14,156,82,24,58
2930,68092,7,0,43,1281,852,60,207,78,36,48
1928,31814,73,1,48,83,35,3,20,4,1,20
7108,51390,54,1,56,353,205,20,47,23,2,56
10925,76630,93,0,38,1003,255,31,446,40,56,175
9960,26868,52,1,30,14,0,0,1,8,3,2
8800,48948,53,0,78,902,437,8,206,160,49,42
9224,55260,81,1,49,1139,825,8,53,11,0,242
5519,64090,8,1,65,797,316,58,161,76,51,135
5046,78331,97,1,63,1638,756,138,354,160,169,61
7037,37087,50,1,47,401,194,55,134,15,0,3
905,21846,38,1,35,84,7,17,18,6,10,26
8624,81320,61,0,63,928,183,33,493,59,103,57
8945,54137,46,1,51,203,171,0,11,0,1,20
6445,66825,73,0,54,858,243,101,405,29,40,40
2727,57100,19,0,48,409,181,21,69,39,3,96
6404,58917,10,1,52,282,151,7,89,0,7,28
11074,85072,94,0,44,1423,494,92,391,194,11,241
10150,86429,10,0,60,1449,464,28,873,29,18,37
1968,45684,37,1,50,28,5,1,5,10,0,7
6534,47889,94,1,47,67,29,0,29,0,5,4
9485,45921,23,0,35,199,102,9,49,24,3,12
7053,78420,75,0,55,1453,604,28,674,91,28,28
4654,75114,40,0,29,1253,571,12,523,63,60,24
9760,52278,24,1,58,1198,953,0,71,0,0,174
1048,35641,11,1,49,178,63,3,67,8,9,28
10619,95529,29,0,27,1990,770,29,890,250,27,24
9308,62820,51,0,67,976,398,61,265,138,61,53
10505,73113,86,0,61,1001,741,19,154,50,9,28
8362,84169,9,0,39,1919,1478,19,403,0,19,0
2625,42607,30,1,67,350,156,29,56,30,32,47
4637,74637,73,0,67,1650,960,64,464,146,0,16
9972,46015,25,1,66,46,38,0,2,0,0,6
4483,72354,67,0,28,1228,315,26,473,220,12,182
4487,39858,67,1,52,95,15,20,25,2,7,26
4988,34469,58,1,73,62,19,6,20,0,5,12
8931,83033,82,1,35,1761,812,99,431,237,149,33
5871,24401,98,0,42,467,73,28,217,10,24,115
2008,77583,93,0,43,1149,372,23,384,250,12,108
3139,74116,53,0,39,2052,871,111,704,145,55,166
10037,74293,66,0,28,1127,375,152,335,93,91,81
10673,68397,6,1,45,1416,760,80,466,17,13,80
5303,79632,42,0,47,1113,471,0,510,99,21,12
538,46107,78,1,32,125,31,9,27,16,9,33
7922,64950,29,1,70,966,819,0,72,12,0,63
5692,25443,82,1,32,32,1,4,3,8,9,7
4843,75127,92,0,69,833,203,35,305,46,17,227
6383,32892,78,1,50,46,26,0,15,2,1,2
1628,71796,54,0,50,960,354,21,311,167,75,32
1204,67536,45,1,51,1829,1253,0,447,23,71,35
3673,55239,59,1,50,779,371,17,238,23,24,106
760,60554,8,1,46,811,588,7,76,110,15,15
8957,64831,51,1,69,1120,480,86,249,75,86,144
4128,56067,51,1,59,725,517,12,54,16,6,120
6810,82025,76,0,38,1187,267,98,606,48,70,98
5386,94384,62,0,68,2302,1111,24,790,160,45,172
8700,14906,86,0,35,66,7,7,14,7,16,15
3202,51563,60,0,34,1250,1166,0,48,0,0,36
1328,57937,56,1,39,683,261,42,144,55,48,133
8405,68274,83,1,42,305,135,25,51,23,25,46
6515,39771,92,1,44,50,6,2,18,2,8,14
2882,67893,31,1,46,995,711,28,142,49,18,47
7574,27922,80,1,42,41,11,0,13,2,4,11
6387,52190,39,1,45,77,42,0,17,0,0,18
5320,44051,20,1,48,171,79,7,58,6,3,18
5048,42767,53,1,50,131,20,6,43,19,5,38
8146,46106,84,1,45,54,30,0,8,2,0,14
10031,16927,50,1,45,53,20,2,23,3,1,4
5748,59754,96,1,56,475,115,27,44,4,146,139
2134,53700,94,1,69,694,263,5,233,69,41,83
1523,59041,25,1,48,96,69,2,15,2,2,6
9665,54237,48,1,64,361,267,3,30,4,0,57
4640,70647,65,1,54,1079,561,85,171,25,123,114
3635,52597,69,1,59,578,492,0,37,7,0,42
3547,41021,12,1,52,64,14,7,9,6,16,12
2456,40233,84,1,46,149,80,4,46,0,17,2
5633,50183,47,1,41,231,97,12,84,13,10,15
7801,54753,87,1,62,728,197,107,227,7,59,131
10489,92955,35,0,48,1778,693,21,925,31,24,84
7011,33471,47,1,48,93,43,2,27,0,9,12
2620,34596,48,1,47,23,14,0,2,0,0,7
3933,44010,46,1,41,662,186,36,234,86,72,48
10981,84219,27,0,33,1198,434,137,400,45,137,45
1734,40706,37,1,53,81,59,0,11,4,2,5
10995,15716,8,1,33,92,16,5,30,8,7,26
6357,59052,29,1,62,491,230,35,75,63,57,31
9209,80573,85,0,50,1564,829,138,430,60,92,15
10286,83715,2,0,59,926,318,8,407,150,35,8
2611,82576,66,0,62,1910,1206,55,445,168,18,18
1600,56962,60,1,56,411,292,3,77,10,3,26
3308,35704,54,1,69,94,30,9,12,2,11,30
5407,53103,70,1,67,1085,729,17,133,11,0,195
2166,46779,55,1,61,23,12,1,3,0,0,7
3955,4861,20,0,56,6,2,1,1,1,0,1
6634,33462,78,1,42,54,22,3,18,0,0,11
3056,63693,63,1,43,1150,587,43,337,42,87,54
5718,80763,17,0,71,1415,674,168,108,192,42,231
6872,65352,43,1,47,405,284,3,84,4,7,23
8164,82170,13,0,43,1908,1023,93,651,49,55,37
4580,75759,46,0,52,2486,1394,22,708,89,91,182
9305,79689,65,0,45,1315,311,26,640,180,37,121
453,35340,1,1,65,45,27,0,12,0,1,5
8545,85683,6,0,67,1789,1296,17,311,45,69,51
9850,24884,32,1,49,19,3,6,7,0,0,3
7378,42021,34,1,40,573,393,5,136,7,5,27
7646,64449,70,1,32,805,218,63,282,137,35,70
1640,64587,49,1,67,108,66,0,16,0,6,20
5184,34824,65,0,26,23,4,2,11,2,0,4
8492,75437,25,0,43,1493,795,0,545,95,58,0
11188,26091,84,1,64,89,15,10,19,8,17,20
1212,52845,7,1,48,936,384,25,292,130,41,64
9097,46086,34,1,65,343,244,8,32,7,2,50
10473,78028,38,1,65,528,158,19,288,25,0,38
7962,95169,1,0,34,1901,1285,21,449,106,20,20
9984,56337,25,1,40,724,349,16,144,28,5,182
5527,22434,25,1,34,58,4,12,11,3,13,15
6374,36930,50,1,67,297,223,2,31,0,2,39
7453,36130,46,1,67,488,157,43,127,68,56,37
8952,65569,96,1,68,859,397,46,288,20,38,70
241,83844,57,0,69,1574,901,31,345,75,31,191
8975,19514,47,1,53,69,14,3,21,2,1,28
6119,36736,52,1,58,17,10,0,3,0,0,4
5236,77568,30,1,42,2194,1230,0,396,232,178,158
5723,49187,63,1,45,116,81,1,31,2,1,0
1710,30168,51,1,43,279,154,20,66,0,12,27
1970,34053,14,1,53,103,63,0,21,7,0,12
5313,38196,20,1,50,44,30,0,11,0,0,3
10634,59412,56,0,70,406,90,67,165,30,43,11
7010,70924,41,0,56,1363,635,114,254,132,152,76
8562,54165,72,0,52,236,127,4,73,15,6,11
3158,32300,1,1,48,39,13,3,6,6,5,6
4436,20180,27,0,45,137,18,42,24,15,20,18
5287,34961,77,1,48,79,45,2,26,4,1,1
2445,28440,87,1,47,63,38,1,24,0,0,0
6059,64504,81,1,68,1314,986,36,168,16,0,108
4550,33564,51,1,55,71,61,0,3,0,0,7
4240,17345,79,1,43,58,4,9,16,17,0,12
8911,56320,11,1,54,702,201,53,172,116,77,83
3706,28647,54,1,43,94,19,8,29,0,12,26
3628,15038,93,1,34,80,4,8,11,19,12,26
10175,32173,0,1,63,22,18,0,2,0,0,2
8985,68316,54,1,57,1211,806,80,161,120,11,33
5204,74538,21,0,50,1461,380,98,733,110,112,28
9220,91700,58,0,50,1968,576,172,961,125,115,19
9888,68695,3,0,52,1091,458,81,356,106,50,40
5263,31056,99,1,44,55,5,10,13,3,8,16
1020,79593,70,0,48,1366,350,60,568,110,133,145
9503,28071,65,0,41,313,39,33,130,41,26,44
10613,37334,44,1,63,62,26,1,16,2,2,15
67,46423,6,1,49,92,68,0,16,0,0,8
6019,37126,9,1,50,72,45,3,9,4,4,7
5863,47703,95,1,68,655,359,0,134,13,26,123
3717,61180,70,1,62,704,403,24,29,6,24,218
6730,38998,92,1,67,54,34,1,14,0,0,5
10749,8028,62,0,30,178,73,18,66,7,12,2
4998,76081,85,0,59,1033,292,30,415,63,33,200
6287,34728,2,1,35,36,14,0,16,0,0,6
5985,33168,0,1,56,122,80,1,37,0,1,3
4754,33585,91,1,55,122,30,11,33,13,6,29
4002,77037,3,1,61,1123,463,96,333,168,53,10
8870,35196,68,1,37,497,75,12,141,43,39,187
966,44529,98,1,55,691,538,13,91,17,6,26
4767,70924,41,0,56,1363,635,114,254,132,152,76
9725,28764,16,1,55,12,8,0,3,0,0,1
4475,69098,82,0,72,2440,1315,22,780,145,0,178
5740,25959,1,1,51,56,4,2,12,7,5,26
5731,27100,64,1,38,37,12,0,13,2,0,10
7290,70596,68,0,36,968,347,44,534,17,0,26
3846,42557,98,1,47,270,192,5,53,0,5,15
8104,53312,32,0,70,278,241,0,12,0,0,25
4507,72228,87,0,69,1250,631,28,491,30,14,56
11013,67605,84,0,34,938,336,28,282,184,54,54
4491,62845,3,1,72,1178,1099,0,45,0,0,34
